Zone_id	zone_ordinal	Dest_eligible	External
1469	1469	0	0
1470	1470	0	0
1471	1471	0	0
1472	1472	0	0
1473	1473	0	0
1474	1474	0	0
1475	1475	0	0
1476	1476	0	0
1477	1477	0	0
1478	1478	0	0
1479	1479	0	0
1480	1480	0	0
1481	1481	0	0
1482	1482	0	0
1483	1483	0	0
1484	1484	0	0
1485	1485	0	0
1486	1486	0	0
1487	1487	0	0
1488	1488	0	0
1489	1489	0	0
1490	1490	0	0
1491	1491	0	0
1492	1492	0	0
1493	1493	0	0
1494	1494	0	0
1495	1495	0	0
1496	1496	0	0
1497	1497	0	0
1498	1498	0	0
1499	1499	0	0
1500	1500	0	0
1501	1501	0	0
1502	1502	0	0
1503	1503	0	0
1504	1504	0	0
1505	1505	0	0
1506	1506	0	0
1507	1507	0	0
1508	1508	0	0
1509	1509	0	0
1510	1510	0	0
1511	1511	0	0
1512	1512	0	0
1513	1513	0	0
1514	1514	0	0
1515	1515	0	0
1516	1516	0	0
1517	1517	0	0
1518	1518	0	0
1519	1519	0	0
1520	1520	0	0
1521	1521	0	0
1522	1522	0	0
1523	1523	0	0
1524	1524	0	0
1525	1525	0	0
1526	1526	0	0
1527	1527	0	0
1528	1528	0	0
1529	1529	0	0
1530	1530	0	0
